Customer,Purchases,Sales,Months
3-1002146,1,254,0
3-1002148,1,249,0
3-1002149,1,508,0
3-1002150,1,25,0
3-1002151,1,404,0
3-1002152,1,204,0
3-1002153,1,254,0
3-1002154,1,284,0
3-1002155,1,204,0
3-1002156,1,204.48,0
3-1002157,1,204,0
3-1002158,1,284,0
3-1002159,1,188,0
3-1002160,1,194,0
3-1002162,1,234,0
3-1002164,1,184,0
3-1002165,1,244,0
3-1002166,1,284,0
3-1002167,1,431.6,0
3-1002168,1,108,0
3-1002169,1,531.6,0
3-1002170,1,194,0
3-1002172,1,284,0
3-1002173,1,204,0
3-1002174,1,538,0
3-1002178,1,394,0
3-1002179,1,548,0
3-1002180,1,284,0
3-1002183,1,682.8,0
3-1002184,1,1161.2,0
3-1002185,1,131.2,0
3-1002186,1,203.2,0
3-1002187,1,299.2,0
3-1002188,1,259.2,0
3-1002189,1,203.2,0
3-1002190,1,982.4,0
3-1002192,1,601.6,0
3-1002194,1,480,0
3-1002195,1,147.2,0
3-1002196,1,315.2,0
3-1002197,1,374.4,0
3-1002198,1,59.2,0
3-1002199,1,163.2,0
3-1002200,1,678,0
3-1002201,1,211.2,0
3-1002202,1,390.4,0
3-1002203,1,155.2,0
3-1002204,1,187.2,0
3-1002205,1,147.2,0
3-1002206,1,323.2,0
3-1002207,1,267.2,0
3-1002208,1,51.2,0
3-1002209,1,235.2,0
3-1002210,1,238.4,0
3-1002211,1,1080,0
3-1002212,1,131.2,0
3-1002213,1,43.2,0
3-1002214,1,251.2,0
3-1002215,1,199.2,0
3-1002218,1,243.2,0
3-1002219,1,232.8,0
3-1002220,1,408,0
3-1002221,1,259.2,0
3-1002222,1,548,0
3-1002223,1,40,0
3-1002225,1,147.2,0
3-1002226,1,163.2,0
3-1002228,1,227.2,0
3-1002229,1,267.2,0
3-1002231,1,417.6,0
3-1002232,1,148,0
3-1002233,1,187.2,0
3-1002234,1,203.2,0
3-1002235,1,67.2,0
3-1002236,1,428,0
3-1002237,1,528,0
3-1002238,1,203.2,0
3-1002239,1,190.4,0
3-1002240,1,139.2,0
3-1002241,1,219.2,0
3-1002242,1,363.2,0
3-1002244,1,219.2,0
3-1002245,1,350.4,0
3-1002247,1,243.2,0
3-1002248,1,408,0
3-1002249,1,280.8,0
3-1002250,1,203.2,0
3-1002251,1,51.2,0
3-1002252,1,548,0
3-1002253,1,227.8,0
3-1002254,1,155.2,0
3-1002257,1,187.2,0
3-1002258,1,115.2,0
3-1002259,1,735.2,0
3-1002260,1,373.2,0
3-1002261,1,147.2,0
3-1002262,1,346.4,0
3-1002264,1,516,0
3-1002265,1,203.2,0
3-1002266,1,487.2,0
3-1002268,1,343.2,0
3-1002270,1,278.4,0
3-1002272,1,203.2,0
3-1002273,1,155.2,0
3-1002275,1,259.2,0
3-1002277,1,378,0
3-1002279,1,414.4,0
3-1002280,1,187.2,0
3-1002282,1,67.2,0
3-1002283,1,208,0
3-1002284,1,174,0
3-1002285,1,296,0
3-1002287,1,195.2,0
3-1002288,1,219.2,0
3-1002289,1,628,0
3-1002290,1,235.2,0
3-1002291,1,171.2,0
3-1002293,1,219.2,0
3-1002294,1,195.2,0
3-1002295,1,374.4,0
3-1002296,1,139.2,0
3-1002297,1,259.2,0
3-1002298,1,219.2,0
3-1002299,1,219.2,0
3-1002300,1,219.2,0
3-1002302,1,608,0
3-1002303,1,128,0
3-1002304,1,155.2,0
3-1002305,1,155.2,0
3-1002307,1,99,0
3-1002308,1,28,0
3-1002310,1,234,0
3-1002311,1,244.8,0
3-1002312,1,722,0
3-1002313,1,548,0
3-1002314,1,284,0
3-1002315,1,388,0
3-1002317,1,204,0
3-1002318,1,194,0
3-1002320,1,149,0
3-1002321,1,254,0
3-1002322,1,184,0
3-1002323,1,428,0
3-1002325,1,362,0
3-1002327,1,184,0
3-1002328,1,212,0
3-1002329,1,302.4,0
3-1002330,1,194,0
3-1002331,1,284,0
3-1002332,1,296,0
3-1002333,1,508,0
3-1002334,1,284,0
3-1002336,1,254,0
3-1002337,1,428,0
3-1002338,1,184,0
3-1002339,1,398.4,0
3-1002340,1,310.8,0
3-1002341,1,278,0
3-1002342,1,846,0
3-1002343,1,324,0
3-1002344,1,251.2,0
3-1002345,1,528,0
3-1002347,1,478,0
3-1002348,1,358,0
3-1002349,1,204,0
3-1002351,1,448,0
3-1002352,1,528,0
3-1002353,1,805,0
3-1002355,1,254,0
4-1000007,1,208.8,0
4-1000009,1,220.8,0
4-1000011,1,232.8,0
4-1000015,1,238.8,0
4-1000016,1,139.68,0
4-1000018,1,188,0
4-1000020,1,578.4,0
4-1000023,1,328.8,0
4-1000025,1,669.6,0
4-1000026,1,256.8,0
4-1000027,1,184.8,0
4-1000028,1,304.8,0
4-1000032,1,148.8,0
4-1000033,1,244.8,0
4-1000040,1,328,0
4-1000041,1,416,0
4-1000042,1,816,0
4-1000043,1,388,0
4-1000047,1,708,0
4-1000050,1,428,0
4-1000056,1,836,0
4-1000057,1,298,0
4-1000058,1,448,0
4-1000059,1,568,0
4-1000060,1,348,0
4-1000062,1,388,0
4-1000063,1,388,0
4-1000065,1,422.4,0
4-1000066,1,875.2,0
4-1000067,1,598,0
4-1000070,1,868,0
4-1000071,1,408,0
4-1000074,1,388,0
4-1000075,1,448,0
4-1000077,1,468,0
4-1000078,1,676,0
4-1000079,1,448,0
4-1000080,1,606,0
4-1000083,1,588,0
4-1000084,1,408,0
4-1000089,1,588,0
4-1000090,1,313,0
4-1000091,1,353,0
4-1000095,1,466,0
4-1000096,1,2170,0
4-1000097,1,298,0
4-1000098,1,373,0
4-1000102,1,528,0
4-1000103,1,468,0
4-1000107,1,313,0
4-1000109,1,388,0
4-1000110,1,328.8,0
4-1000112,1,513,0
4-1000115,1,323,0
4-1000117,1,323,0
4-1000118,1,548,0
4-1000120,1,56.4,0
4-1000122,1,273,0
4-1000123,1,373,0
4-1000124,1,396,0
4-1000125,1,473,0
4-1000127,1,373,0
4-1000129,1,576,0
4-1000130,1,368,0
4-1000132,1,368,0
4-1000137,1,388,0
4-1000138,1,468,0
4-1000139,1,588,0
4-1000140,1,368,0
4-1000142,1,368,0
4-1000143,1,498,0
4-1000146,1,468,0
4-1000148,1,746,0
4-1000149,1,666,0
4-1000150,1,528,0
4-1000151,1,388,0
4-1000152,1,368,0
4-1000153,1,448,0
4-1000154,1,588,0
4-1000155,1,348,0
4-1000156,1,328,0
4-1000157,1,508,0
4-1000158,1,398,0
4-1000159,1,468,0
4-1000160,1,548,0
4-1000163,1,348,0
4-1000164,1,568,0
4-1000165,1,868,0
4-1000166,1,398,0
4-1000167,1,428,0
4-1000169,1,548,0
4-1000170,1,348,0
4-1000171,1,548,0
4-1000172,1,388,0
4-1000173,1,488,0
4-1000175,1,348,0
4-1000176,1,1126,0
4-1000177,1,88,0
4-1000179,1,398,0
4-1000180,1,548,0
4-1000181,1,363.8,0
4-1000182,1,536,0
4-1000183,1,332,0
4-1000184,1,493.2,0
4-1000185,1,249.6,0
4-1000186,1,336,0
4-1000187,1,422.4,0
4-1000188,1,383.6,0
4-1000189,1,438.4,0
4-1000190,1,716,0
4-1000192,1,593.3,0
4-1000196,1,403.2,0
4-1000197,1,363.8,0
4-1000198,1,298,0
4-1000200,1,216,0
4-1000201,1,398,0
4-1000202,1,508,0
4-1000203,1,516,0
4-1000207,1,398,0
4-1000208,1,798,0
4-1000209,1,428,0
4-1000210,1,156,0
4-1000211,1,341.6,0
4-1000212,1,243.6,0
4-1000213,1,148.5,0
4-1000214,1,468,0
4-1000215,1,996,0
4-1000216,1,388,0
4-1000271,1,294,0
4-1000275,1,271.6,0
4-1000276,1,528,0
4-1000277,1,398,0
4-1000278,1,285.6,0
4-1000279,1,398,0
4-1000280,1,576,0
4-1000281,1,327.6,0
4-1000282,1,285.6,0
4-1000284,1,398,0
4-1000285,1,508,0
4-1000289,1,388,0
4-1000290,1,3345.6,0
4-1000291,1,528,0
4-1000292,1,548,0
4-1000293,1,1182,0
4-1000295,1,428,0
4-1000297,1,468,0
4-1000298,1,655.2,0
4-1000299,1,698,0
4-1000300,1,148,0
4-1000301,1,328,0
4-1000302,1,383.6,0
4-1000303,1,257.6,0
4-1000304,1,348,0
4-1000305,1,278.6,0
4-1000309,1,588,0
4-1000311,1,376,0
4-1000313,1,588,0
4-1000314,1,606,0
4-1000315,1,795.6,0
4-1000316,1,108,0
4-1000317,1,495.6,0
4-1000319,1,2120,0
4-1000321,1,348.6,0
4-1000322,1,398,0
4-1000323,1,271.6,0
4-1000324,1,398,0
4-1000327,1,327.6,0
4-1000329,1,548,0
4-1000331,1,398,0
4-1000332,1,88,0
4-1000333,1,313.6,0
4-1000334,1,98,0
4-1000336,1,348.6,0
4-1000337,1,523.6,0
4-1000340,1,398,0
4-1000341,1,257.6,0
4-1000342,1,428,0
4-1000343,1,698,0
4-1000345,1,473.2,0
4-1000349,1,285.6,0
4-1000350,1,285.6,0
4-1000352,1,1044,0
4-1000353,1,285.6,0
4-1000354,1,313.6,0
4-1000356,1,588,0
4-1000357,1,986,0
4-1000359,1,468,0
4-1000361,1,398,0
4-1000362,1,285.6,0
4-1000363,1,398,0
4-1000365,1,229.6,0
4-1000367,1,388,0
4-1000368,1,268,0
4-1000369,1,168,0
4-1000370,1,257.6,0
4-1000371,1,299.6,0
4-1000373,1,48,0
4-1000374,1,271.6,0
4-1000377,1,548,0
4-1000379,1,398,0
4-1000380,1,398,0
4-1000381,1,588,0
4-1000382,1,956,0
4-1000384,1,285.6,0
4-1000388,1,271.6,0
4-1000390,1,285.6,0
4-1000392,1,348.6,0
4-1000393,1,698,0
4-1000394,1,548,0
4-1000395,1,278.6,0
4-1000396,1,781.2,0
4-1000398,1,398,0
4-1000399,1,348.6,0
4-1000402,1,879.6,0
4-1000403,1,257.6,0
4-1000404,1,396,0
4-1000405,1,528,0
4-1000407,1,369.6,0
4-1000408,1,428,0
4-1000413,1,607.6,0
4-1000415,1,648,0
4-1000416,1,528,0
4-1000417,1,220,0
4-1000418,1,368,0
4-1000423,1,355.6,0
4-1000424,1,198,0
4-1000425,1,285.6,0
4-1000426,1,468,0
4-1000427,1,383.6,0
4-1000428,1,398,0
4-1000430,1,498,0
4-1000431,1,313.6,0
4-1000432,1,1124,0
4-1000434,1,128,0
4-1000435,1,523.6,0
4-1000437,1,68,0
4-1000438,1,915.6,0
4-1000439,1,257.6,0
4-1000440,1,368,0
4-1000441,1,355.6,0
4-1000442,1,388,0
4-1000443,1,368,0
4-1000445,1,268,0
4-1000448,1,468,0
4-1000449,1,566,0
4-1000450,1,508,0
4-1000451,1,341.6,0
4-1000454,1,2029.2,0
4-1000455,1,158,0
4-1000456,1,167.2,0
4-1000458,1,298,0
4-1000459,1,989.6,0
4-1000461,1,588,0
4-1000462,1,657.6,0
4-1000463,1,548,0
4-1000464,1,348,0
4-1000467,1,498,0
4-1000468,1,271.6,0
4-1000470,1,355.6,0
4-1000471,1,257.6,0
4-1000472,1,398,0
4-1000473,1,285.6,0
4-1000475,1,341.6,0
4-1000476,1,398,0
4-1000477,1,648,0
4-1000478,1,546,0
4-1000479,1,508,0
4-1000480,1,648,0
4-1000481,1,468,0
4-1000482,1,425.6,0
4-1000483,1,588,0
4-1000485,1,411.6,0
4-1000487,1,588,0
4-1000488,1,313.6,0
4-1000489,1,398,0
4-1000492,1,285.6,0
4-1000493,1,398,0
4-1000494,1,271.6,0
4-1000495,1,508,0
4-1000496,1,248,0
4-1000497,1,776,0
4-1000498,1,771.6,0
4-1000499,1,208,0
4-1000500,1,508,0
4-1000501,1,468,0
4-1000503,1,548,0
4-1000504,1,548,0
4-1000505,1,398,0
4-1000506,1,411.6,0
4-1000507,1,388,0
4-1000508,1,498,0
4-1000509,1,795.6,0
4-1000510,1,355.6,0
4-1000511,1,68.6,0
4-1000512,1,498,0
4-1000513,1,118,0
4-1000514,1,715.6,0
4-1000515,1,298,0
4-1000516,1,2013.2,0
4-1000521,1,118,0
4-1000522,1,285.6,0
4-1000523,1,1046,0
4-1000525,1,341.6,0
4-1000526,1,368,0
4-1000527,1,879.6,0
4-1000528,1,798,0
4-1000529,1,686,0
4-1000530,1,398,0
4-1000533,1,247,0
4-1000536,1,2268,0
4-1000538,1,398,0
4-1000541,1,607.6,0
4-1000542,1,1194,0
4-1000543,1,27,0
4-1000544,1,398,0
4-1000545,1,411.6,0
4-1000546,1,398,0
4-1000549,1,498,0
4-1000550,1,403.6,0
4-1000551,1,641.2,0
4-1000552,1,118,0
4-1000554,1,278.6,0
4-1000556,1,257.6,0
4-1000557,1,398,0
4-1000558,1,436,0
4-1000561,1,607.6,0
4-1000562,1,588,0
4-1000563,1,158,0
4-1000564,1,285.6,0
4-1000565,1,285.6,0
4-1000566,1,481.6,0
4-1000567,1,257.6,0
4-1000568,1,588,0
4-1000569,1,588,0
4-1000570,1,748,0
4-1000571,1,128,0
4-1000572,1,128,0
4-1000576,1,588,0
4-1000577,1,271.6,0
4-1000578,1,285.6,0
4-1000580,1,1754,0
4-1000581,1,383.6,0
4-1000582,1,1215.6,0
4-1000584,1,598,0
4-1000585,1,698,0
4-1000586,1,198,0
4-1000587,1,27,0
4-1000588,1,288,0
4-1000590,1,355.6,0
4-1000591,1,257.6,0
4-1000592,1,271.6,0
4-1000594,1,1044,0
4-1000596,1,423.3,0
4-1000597,1,582,0
4-1000601,1,198,0
4-1000602,1,868,0
4-1000603,1,316,0
4-1000604,1,498,0
4-1000605,1,428,0
4-1000606,1,98,0
4-1000607,1,498,0
4-1000608,1,698,0
4-1000610,1,368,0
4-1000611,1,411.6,0
4-1000612,1,88,0
4-1000613,1,352.8,0
4-1000614,1,160.8,0
4-1000616,1,220.8,0
4-1000620,1,468,0
4-1000624,1,238.8,0
4-1000625,1,165.6,0
4-1000627,1,388,0
4-1000628,1,220.8,0
4-1000632,1,368,0
4-1000633,1,278.8,0
4-1000635,1,280.8,0
4-1000639,1,256.8,0
4-1000640,1,178.8,0
4-1000641,1,1074.8,0
4-1000644,1,198,0
4-1000645,1,428,0
4-1000646,1,398,0
4-1000649,1,368,0
4-1000650,1,509.6,0
4-1000651,1,739.2,0
4-1000652,1,668,0
4-1000653,1,298,0
4-1000655,1,548,0
4-1000656,1,68,0
4-1000657,1,398,0
4-1000660,1,648,0
4-1000662,1,548,0
4-1000663,1,271.6,0
4-1000664,1,271.6,0
4-1000665,1,686,0
4-1000667,1,408,0
4-1000669,1,285.6,0
4-1000670,1,548,0
4-1000671,1,327.6,0
4-1000672,1,736,0
4-1000674,1,646,0
4-1000675,1,546.6,0
4-1000677,1,40,0
4-1000678,1,193.2,0
4-1000679,1,355.6,0
4-1000681,1,548,0
4-1000682,1,411.6,0
4-1000684,1,110.6,0
4-1000685,1,327.6,0
4-1000686,1,446,0
4-1000687,1,418.6,0
4-1000689,1,411.6,0
4-1000691,1,180,0
4-1000693,1,411.6,0
4-1000694,1,634,0
4-1000695,1,348.6,0
4-1000697,1,327.6,0
4-1000698,1,398,0
4-1000699,1,61.6,0
4-1000700,1,327.6,0
4-1000702,1,131.6,0
4-1000703,1,648,0
4-1000704,1,327.6,0
4-1000705,1,208.6,0
4-1000706,1,426.6,0
4-1000707,1,327.6,0
4-1000708,1,348.6,0
4-1000709,1,313.6,0
4-1000710,1,128,0
4-1000712,1,668,0
4-1000714,1,383.6,0
4-1000715,1,388,0
4-1000716,1,278.6,0
4-1000717,1,110.6,0
4-1000719,1,648,0
4-1000720,1,388,0
4-1000724,1,327.6,0
4-1000725,1,278.6,0
4-1000727,1,131.6,0
4-1000731,1,278.6,0
4-1000732,1,198,0
4-1000733,1,348,0
4-1000734,1,348.6,0
4-1000735,1,187.6,0
4-1000737,1,1046,0
4-1000738,1,327.6,0
4-1000739,1,753.2,0
4-1000740,1,498,0
4-1000741,1,668,0
4-1000743,1,278.6,0
4-1000745,1,278.6,0
4-1000748,1,128,0
4-1000749,1,138.6,0
4-1000751,1,278.6,0
4-1000753,1,278.6,0
4-1000754,1,285.6,0
4-1000755,1,128,0
4-1000756,1,355.6,0
4-1000757,1,648,0
4-1000758,1,299.6,0
4-1000759,1,846,0
4-1000760,1,655.6,0
4-1000761,1,313.6,0
4-1000762,1,548,0
4-1000763,1,548,0
4-1000765,1,668,0
4-1000766,1,383.6,0
4-1000767,1,327.6,0
4-1000768,1,748,0
4-1000770,1,82.6,0
4-1000771,1,131.6,0
4-1000772,1,1224,0
4-1000774,1,388,0
4-1000775,1,595.6,0
4-1000776,1,608.4,0
4-1000777,1,408,0
4-1000778,1,138.6,0
4-1000779,1,823.6,0
4-1000781,1,327.6,0
4-1000782,1,548,0
4-1000784,1,557.2,0
4-1000785,1,676.6,0
4-1000786,1,128,0
4-1000787,1,285.6,0
4-1000791,1,648,0
4-1000793,1,257.6,0
4-1000794,1,488.6,0
4-1000795,1,486,0
4-1000797,1,2452,0
4-1000798,1,348.6,0
4-1000799,1,446,0
4-1000802,1,495.6,0
4-1000803,1,846,0
4-1000805,1,1044,0
4-1000806,1,257.6,0
4-1000807,1,411.6,0
4-1000808,1,388,0
4-1000811,1,411.6,0
4-1000813,1,128,0
4-1000814,1,138.6,0
4-1000815,1,846,0
4-1000816,1,299.6,0
4-1000817,1,278.6,0
4-1000819,1,278.6,0
4-1000821,1,368,0
4-1000825,1,806,0
4-1000827,1,627.2,0
4-1000828,1,895.6,0
4-1000829,1,408,0
4-1000832,1,798,0
4-1000834,1,488,0
4-1000840,1,278.6,0
4-1000843,1,138.6,0
4-1000844,1,648,0
4-1000845,1,765.6,0
4-1000846,1,588,0
4-1000847,1,278.6,0
4-1000849,1,388,0
4-1000850,1,548,0
4-1000851,1,1963.6,0
4-1000853,1,557.2,0
4-1000854,1,448,0
4-1000855,1,118,0
4-1000856,1,278.6,0
4-1000858,1,98,0
4-1000859,1,828,0
4-1000860,1,348,0
4-1000861,1,548,0
4-1000862,1,428,0
4-1000863,1,408,0
4-1000864,1,288,0
4-1000865,1,468,0
4-1000866,1,588,0
4-1000867,1,112.8,0
4-1000868,1,1984,0
4-1000870,1,748,0
4-1000871,1,648,0
4-1000872,1,278.6,0
4-1000874,1,487.2,0
4-1000875,1,398,0
4-1000877,1,138.6,0
4-1000878,1,383.6,0
4-1000879,1,398,0
4-1000880,1,82.6,0
4-1000881,1,528,0
4-1000882,1,648,0
4-1000883,1,388,0
4-1000884,1,278.6,0
4-1000885,1,896,0
4-1000886,1,271.6,0
4-1000887,1,383.6,0
4-1000888,1,508,0
4-1000890,1,278.6,0
4-1000894,1,548,0
4-1000895,1,299.6,0
4-1000898,1,523.6,0
4-1000900,1,648,0
4-1000901,1,208,0
4-1000902,1,383.6,0
4-1000903,1,488,0
4-1000904,1,285.6,0
4-1000906,1,998,0
4-1000907,1,108,0
4-1000908,1,98,0
4-1000911,1,198,0
4-1000912,1,453.6,0
4-1000913,1,68.6,0
4-1000914,1,138.6,0
4-1000915,1,3078.6,0
4-1000916,1,383.6,0
4-1000917,1,306,0
4-1000918,1,398,0
4-1000919,1,278.6,0
4-1000921,1,398,0
4-1000922,1,2060,0
4-1000923,1,668,0
4-1000924,1,453.6,0
4-1000926,1,348.6,0
4-1000927,1,488,0
4-1000928,1,648,0
4-1000929,1,648,0
4-1000930,1,271.6,0
4-1000931,1,598,0
4-1000932,1,298,0
4-1000933,1,523.6,0
4-1000934,1,616,0
4-1000935,1,548,0
4-1000936,1,528,0
4-1000940,1,398,0
4-1000941,1,876,0
4-1000942,1,298,0
4-1000946,1,99,0
4-1000947,1,656,0
4-1000948,1,398,0
4-1000949,1,348,0
4-1000950,1,408,0
4-1000951,1,243.6,0
4-1000952,1,397.6,0
4-1000953,1,138.6,0
4-1000954,1,468,0
4-1000955,1,411.6,0
4-1000957,1,2016.8,0
4-1000958,1,278.6,0
4-1000959,1,453.6,0
4-1000960,1,358,0
4-1000961,1,238,0
4-1000962,1,453.6,0
4-1000964,1,438,0
4-1000976,1,82.6,0
4-1000977,1,355.6,0
4-1000978,1,588,0
4-1000979,1,467.6,0
4-1000981,1,118,0
4-1000983,1,793.8,0
4-1000984,1,248,0
4-1000986,1,368,0
4-1000988,1,408,0
4-1000990,1,108,0
4-1000991,1,498,0
4-1000992,1,498,0
4-1000993,1,453.6,0
4-1000994,1,336.6,0
4-1000995,1,453.6,0
4-1000996,1,299.6,0
4-1000997,1,408,0
4-1000999,1,257.6,0
4-1001000,1,271.6,0
4-1001002,1,271.6,0
4-1001003,1,408,0
4-1001004,1,453.6,0
4-1001005,1,467.6,0
4-1001007,1,828,0
4-1001008,1,126.4,0
4-1001013,1,238,0
4-1001014,1,299.6,0
4-1001015,1,278.6,0
4-1001017,1,285.6,0
4-1001020,1,118,0
4-1001021,1,796,0
4-1001023,1,998.4,0
4-1001024,1,88,0
4-1001025,1,686,0
4-1001027,1,408,0
4-1001028,1,468,0
4-1001030,1,128,0
4-1001031,1,704.2,0
4-1001032,1,188,0
4-1001033,1,408,0
4-1001034,1,318.4,0
4-1001035,1,278.6,0
4-1001037,1,278.6,0
4-1001038,1,168,0
4-1001040,1,166.4,0
4-1001041,1,276.6,0
4-1001043,1,118,0
4-1001044,1,408,0
4-1001045,1,508,0
4-1001046,1,138.6,0
4-1001047,1,726,0
4-1001048,1,336.8,0
4-1001050,1,308,0
4-1001052,1,280.8,0
4-1001054,1,352.8,0
4-1001055,1,518.4,0
4-1001056,1,328.8,0
4-1001058,1,298.8,0
4-1001059,1,328.8,0
4-1001060,1,244.8,0
4-1001061,1,183.6,0
4-1001062,1,88.8,0
4-1001063,1,238.8,0
4-1001064,1,232.8,0
4-1001065,1,328.8,0
4-1001066,1,118.8,0
4-1001067,1,304.8,0
4-1001068,1,355.6,0
4-1001069,1,428,0
4-1001070,1,158,0
4-1001072,1,148,0
4-1001073,1,308,0
4-1001076,1,628,0
4-1001077,1,348.6,0
4-1001078,1,448,0
4-1001081,1,388,0
4-1001082,1,341.6,0
4-1001086,1,578.2,0
4-1001087,1,110.6,0
4-1001089,1,528,0
4-1001090,1,799.4,0
4-1001091,1,383.6,0
4-1001094,1,355.6,0
4-1001095,1,103.6,0
4-1001096,1,242.9,0
4-1001097,1,515.2,0
4-1001098,1,861.8,0
4-1001101,1,383.6,0
4-1001102,1,278.6,0
4-1001103,1,515.2,0
4-1001105,1,586.6,0
4-1001107,1,610.2,0
4-1001110,1,159.6,0
4-1001111,1,354.2,0
4-1001112,1,508,0
4-1001113,1,277.2,0
4-1001114,1,684.8,0
4-1001115,1,271.6,0
4-1001116,1,278.6,0
4-1001120,1,250.74,0
4-1001121,1,445.2,0
4-1001122,1,473.2,0
4-1001123,1,453.6,0
4-1001125,1,264,0
4-1001126,1,428,0
4-1001127,1,274,0
4-1001129,1,249,0
4-1001130,1,572,0
4-1001132,1,408,0
4-1001133,1,204,0
4-1001134,1,204,0
4-1001135,1,184,0
4-1001139,1,234,0
4-1001140,1,149,0
4-1001141,1,538,0
4-1001142,1,254,0
4-1001143,1,64,0
4-1001144,1,398,0
4-1001146,1,978,0
4-1001147,1,482.4,0
4-1001148,1,278,0
4-1001149,1,184,0
4-1001150,1,194,0
4-1001151,1,718.2,0
4-1001152,1,49,0
4-1001154,1,408,0
4-1001156,1,334,0
4-1001157,1,408,0
4-1001158,1,194,0
4-1001160,1,74,0
4-1001161,1,194,0
4-1001162,1,244,0
4-1001163,1,304,0
4-1001166,1,199,0
4-1001167,1,468,0
4-1001169,1,199,0
4-1001170,1,264,0
4-1001172,1,353,0
4-1001173,1,304,0
4-1001174,1,199,0
4-1001175,1,184,0
4-1001177,1,59,0
4-1001178,1,204,0
4-1001181,1,896,0
4-1001183,1,249,0
4-1001185,1,149,0
4-1001186,1,184,0
4-1001187,1,388,0
4-1001190,1,390.4,0
4-1001191,1,199,0
4-1001192,1,264,0
4-1001193,1,204,0
4-1001194,1,316,0
4-1001196,1,199,0
4-1001197,1,624,0
4-1001199,1,199,0
4-1001201,1,204,0
4-1001202,1,84,0
4-1001204,1,274,0
4-1001205,1,174,0
4-1001207,1,518.4,0
4-1001209,1,292,0
4-1001212,1,786,0
4-1001213,1,274,0
4-1001215,1,174,0
4-1001216,1,254,0
4-1001217,1,99,0
4-1001219,1,174,0
4-1001220,1,403,0
4-1001221,1,374.4,0
4-1001223,1,374,0
4-1001224,1,518,0
4-1001226,1,298,0
4-1001230,1,334,0
4-1001231,1,234,0
4-1001232,1,342,0
4-1001233,1,194,0
4-1001234,1,283,0
4-1001235,1,178,0
4-1001236,1,249,0
4-1001237,1,936,0
4-1001238,1,326.4,0
4-1001239,1,294,0
4-1001240,1,568,0
4-1001242,1,489,0
4-1001243,1,229,0
4-1001244,1,648,0
4-1001247,1,168,0
4-1001250,1,59,0
4-1001252,1,453,0
4-1001254,1,194,0
4-1001258,1,204,0
4-1001259,1,249,0
4-1001260,1,264,0
4-1001261,1,896,0
4-1001263,1,209,0
4-1001265,1,408,0
4-1001266,1,214,0
4-1001267,1,199,0
4-1001269,1,448,0
4-1001270,1,388,0
4-1001272,1,468,0
4-1001273,1,194,0
4-1001274,1,333,0
4-1001275,1,548,0
4-1001276,1,928,0
4-1001277,1,199,0
4-1001278,1,168,0
4-1001279,1,486.4,0
4-1001280,1,1209,0
4-1001281,1,79,0
4-1001282,1,388,0
4-1001283,1,329,0
4-1001284,1,389,0
4-1001285,1,308,0
4-1001286,1,508,0
4-1001287,1,129,0
4-1001288,1,878,0
4-1001289,1,528,0
4-1001290,1,375,0
4-1001292,1,74,0
4-1001293,1,204,0
4-1001294,1,249,0
4-1001295,1,408,0
4-1001298,1,448,0
4-1001299,1,368,0
4-1001300,1,199,0
4-1001302,1,184,0
4-1001303,1,274,0
4-1001304,1,99,0
4-1001305,1,468,0
4-1001307,1,199,0
4-1001308,1,798,0
4-1001309,1,274,0
4-1001310,1,508,0
4-1001312,1,498,0
4-1001313,1,199,0
4-1001314,1,292,0
4-1001315,1,348,0
4-1001316,1,138,0
4-1001317,1,224,0
4-1001318,1,496,0
4-1001320,1,274,0
4-1001321,1,798,0
4-1001324,1,214,0
4-1001326,1,199,0
4-1001328,1,308,0
4-1001329,1,488,0
4-1001333,1,194,0
4-1001334,1,408,0
4-1001335,1,274,0
4-1001336,1,608,0
4-1001337,1,508,0
4-1001340,1,508,0
4-1001341,1,388,0
4-1001342,1,79,0
4-1001343,1,194,0
4-1001344,1,508,0
4-1001345,1,568,0
4-1001348,1,468,0
4-1001351,1,403,0
4-1001352,1,528,0
4-1001353,1,606,0
4-1001354,1,264,0
4-1001355,1,508,0
4-1001359,1,199,0
4-1001360,1,274,0
4-1001361,1,138,0
4-1001362,1,58,0
4-1001363,1,1446,0
4-1001364,1,778,0
4-1001365,1,198,0
4-1001366,1,684.6,0
4-1001368,1,356,0
4-1001369,1,158,0
4-1001373,1,148,0
4-1001374,1,403.2,0
4-1001375,1,188,0
4-1001377,1,558.6,0
4-1001378,1,722,0
4-1001379,1,313.6,0
4-1001383,1,304.6,0
4-1001384,1,397.6,0
4-1001386,1,274,0
4-1001387,1,274,0
4-1001388,1,530.4,0
4-1001389,1,274,0
4-1001390,1,209,0
4-1001391,1,548,0
4-1001392,1,508,0
4-1001393,1,608,0
4-1001394,1,828,0
4-1001396,1,199,0
4-1001397,1,408,0
4-1001401,1,247,0
4-1001403,1,99,0
4-1001404,1,648,0
4-1001407,1,199,0
4-1001408,1,468,0
4-1001409,1,254,0
4-1001410,1,508,0
4-1001412,1,318,0
4-1001413,1,516,0
4-1001415,1,748,0
4-1001416,1,94,0
4-1001417,1,108,0
4-1001418,1,388,0
4-1001419,1,508,0
4-1001420,1,548,0
4-1001421,1,1248,0
4-1001422,1,194,0
4-1001423,1,348,0
4-1001425,1,108,0
4-1001426,1,598,0
4-1001427,1,254,0
4-1001428,1,745.2,0
